status,bed,bath,acre_lot,city,state,zip_code,house_size,price
sold,1,1,0.38,East Longmeadow,Massachusetts,1028,1336,279000
for_sale,3,1,0.23,Chicopee,Massachusetts,1020,1845,399900
sold,4,1,0.3,Holyoke,Massachusetts,1040,1050,365000
for_sale,5,1,2.52,Wilbraham,Massachusetts,1095,1617,650000
sold,1,2,0.11,Chicopee,Massachusetts,1013,1139,374900
for_sale,2,2,0.12,Springfield,Massachusetts,1104,1970,284999
for_sale,4,1,0.12,Northampton,Massachusetts,1060,1343,489900
for_sale,1,2,0.29,Springfield,Massachusetts,1119,1429,239900
for_sale,3,2,0.41,Easthampton,Massachusetts,1027,1740,579900
for_sale,3,1,0.3,South Hadley,Massachusetts,1075,1379,295000
for_sale,2,2,0.14,Northampton,Massachusetts,1062,1827,499000
for_sale,1,2,0.56,Amherst,Massachusetts,1002,1331,745000
for_sale,2,1,0.23,Holyoke,Massachusetts,1040,1108,339000
for_sale,1,1,0.22,Chicopee,Massachusetts,1013,1572,269900
for_sale,5,1,0.23,Belchertown,Massachusetts,1007,1002,229900
for_sale,4,1,0.31,Belchertown,Massachusetts,1007,1328,215000
for_sale,4,1,0.32,Springfield,Massachusetts,1119,1763,275000
sold,2,1,1.54,Northampton,Massachusetts,1062,1786,525000
for_sale,4,1,0.62,Longmeadow,Massachusetts,1106,1434,699900
sold,5,2,0.11,Springfield,Massachusetts,1104,1396,325000
sold,4,2,0.67,Northampton,Massachusetts,1060,1435,545000
sold,2,2,35.0,Clarksburg,Massachusetts,1247,1792,29000
sold,4,1,2.99,Otis,Massachusetts,1253,1120,400000
for_sale,1,1,0.62,Lanesborough,Massachusetts,1237,1455,199900
for_sale,5,2,0.13,Holyoke,Massachusetts,1040,1201,175000
for_sale,1,2,2.63,Clarksburg,Massachusetts,1247,1957,314000
for_sale,2,2,3.26,Huntington,Massachusetts,1050,1600,26900
sold,4,2,4.49,Northampton,Massachusetts,1060,1629,1675000
for_sale,3,1,3.81,Northampton,Massachusetts,1062,1206,1395000
for_sale,1,2,0.22,Pittsfield,Massachusetts,1201,1439,169900
for_sale,2,2,0.12,Pittsfield,Massachusetts,1201,1246,169900
sold,5,1,62.0,Plainfield,Massachusetts,1070,1148,649000
sold,5,2,2.75,Becket,Massachusetts,1223,1609,35000
for_sale,1,1,2.65,Becket,Massachusetts,1223,1936,34999
for_sale,1,1,0.24,Pittsfield,Massachusetts,1201,1539,264999
for_sale,2,1,0.22,Easthampton,Massachusetts,1027,1954,299900
for_sale,3,2,0.16,Pittsfield,Massachusetts,1201,1505,259900
for_sale,1,2,2.0,Blandford,Massachusetts,1008,1295,24900
for_sale,4,1,9.3,Granville,Massachusetts,1034,1504,799000
for_sale,1,2,1.68,Adams,Massachusetts,1220,1379,79900
sold,1,1,2.09,Rowe,Massachusetts,1367,1200,28000
sold,3,1,0.11,Adams,Massachusetts,1220,1221,229000
for_sale,3,1,0.24,Springfield,Massachusetts,1107,1844,30000
for_sale,1,2,19.66,Lanesborough,Massachusetts,1237,1700,149000
for_sale,2,2,0.43,Pittsfield,Massachusetts,1201,1689,184900
for_sale,2,2,0.18,Williamstown,Massachusetts,1267,1400,1040000
for_sale,4,2,0.32,Lanesborough,Massachusetts,1237,3001,699900
sold,2,1,82.0,Otis,Massachusetts,1253,1547,395000
for_sale,3,1,83.0,Adams,Massachusetts,1220,1214,495000
sold,3,2,178.0,Lanesborough,Massachusetts,1237,1101,749900
for_sale,3,2,0.99,Easthampton,Massachusetts,1027,1868,2650000
for_sale,3,2,3.1,Otis,Massachusetts,1253,1661,99000
for_sale,2,1,0.62,Otis,Massachusetts,1253,1444,79900
for_sale,5,2,15.8,Charlemont,Massachusetts,1339,1924,89000
for_sale,5,2,0.21,Otis,Massachusetts,1253,1856,119900
sold,3,1,1.1,Windsor,Massachusetts,1270,1137,379990
for_sale,4,1,0.81,Adams,Massachusetts,1220,1387,250000
sold,4,1,0.14,North Adams,Massachusetts,1247,1718,169900
for_sale,1,1,2.0,Clarksburg,Massachusetts,1247,1931,54900
for_sale,3,1,1.76,Clarksburg,Massachusetts,1247,1889,39900
for_sale,5,1,0.69,Southampton,Massachusetts,1073,1671,300000
for_sale,2,1,0.19,Adams,Massachusetts,1220,1809,100000
for_sale,5,1,0.1,Pittsfield,Massachusetts,1201,1016,149900
for_sale,5,1,3.2,Becket,Massachusetts,1223,1799,49900
for_sale,5,1,0.07,North Adams,Massachusetts,1247,1497,179900
sold,4,1,13.93,Pittsfield,Massachusetts,1201,1696,199900
sold,2,1,0.18,Lenox,Massachusetts,1240,2533,819000
sold,4,1,0.24,Holyoke,Massachusetts,1040,1947,279000
for_sale,3,1,0.15,Pittsfield,Massachusetts,1201,1274,235000
sold,5,1,0.45,North Adams,Massachusetts,1247,1061,29000
for_sale,5,1,7.86,Lee,Massachusetts,1238,1135,149900
for_sale,5,2,0.3,Adams,Massachusetts,1220,1104,395000
for_sale,5,1,0.22,Pittsfield,Massachusetts,1201,1508,289000
sold,1,1,17.41,Northampton,Massachusetts,1060,1412,175000
sold,1,1,0.4,Becket,Massachusetts,1223,1129,28000
for_sale,5,1,0.66,Easthampton,Massachusetts,1027,1095,395000
for_sale,3,1,0.36,Lenox,Massachusetts,1240,1144,849000
for_sale,5,2,0.35,Easthampton,Massachusetts,1027,1142,395000
sold,5,2,0.35,Northampton,Massachusetts,1053,1355,575000
sold,2,1,0.26,Pittsfield,Massachusetts,1201,1421,139900
for_sale,3,1,0.45,Northampton,Massachusetts,1060,1193,350000
for_sale,4,1,3.09,Cheshire,Massachusetts,1225,1556,199900
sold,4,1,2.0,Lee,Massachusetts,1238,1248,119900
for_sale,4,1,268.5,Ashfield,Massachusetts,1330,1415,545000
for_sale,1,2,1.0,Otis,Massachusetts,1253,1506,799000
for_sale,4,1,79.31,Southwick,Massachusetts,1077,1390,1240000
for_sale,3,2,1.24,Pittsfield,Massachusetts,1201,1396,659900
for_sale,4,2,0.15,Northampton,Massachusetts,1060,1792,699900
sold,4,1,1.91,Northampton,Massachusetts,1060,1726,699900
sold,3,1,1.34,Southampton,Massachusetts,1073,1709,109500
for_sale,3,2,42.03,Westfield,Massachusetts,1085,1898,595000
sold,4,2,73.21,North Adams,Massachusetts,1247,1808,75000
for_sale,4,2,62.22,North Adams,Massachusetts,1247,1404,80000
for_sale,3,2,9.98,Windsor,Massachusetts,1270,1566,29900
for_sale,4,2,3.41,Agawam,Massachusetts,1001,1199,25000
for_sale,3,2,3.24,Becket,Massachusetts,1223,1215,14000
for_sale,5,1,8.13,Windsor,Massachusetts,1270,1190,30000
for_sale,2,2,18.9,Plainfield,Massachusetts,1070,1969,79900
for_sale,4,2,0.95,North Adams,Massachusetts,1247,1559,179900
for_sale,4,1,0.27,Holyoke,Massachusetts,1040,1137,560000
for_sale,4,2,0.2,Pittsfield,Massachusetts,1201,1806,129900
for_sale,2,1,0.26,Pittsfield,Massachusetts,1201,1904,259900
sold,1,1,0.2,Pittsfield,Massachusetts,1201,1495,149900
for_sale,1,2,0.11,Holyoke,Massachusetts,1040,1669,239900
sold,1,2,0.3,Lanesborough,Massachusetts,1237,1005,200000
sold,3,2,1.03,Becket,Massachusetts,1223,1222,18900
sold,5,2,3.0,Hinsdale,Massachusetts,1235,1735,65000
sold,3,2,3.0,Hinsdale,Massachusetts,1235,1028,65000
for_sale,3,1,0.53,Agawam,Massachusetts,1030,1433,439900
sold,1,2,25.99,Dalton,Massachusetts,1226,1845,1395000
for_sale,5,2,0.11,Pittsfield,Massachusetts,1201,1919,174500
sold,1,2,3.11,Hinsdale,Massachusetts,1235,1677,55000
sold,4,1,0.19,Hinsdale,Massachusetts,1235,1913,275000
for_sale,5,1,0.08,Pittsfield,Massachusetts,1201,1428,149900
sold,3,1,0.17,North Adams,Massachusetts,1247,1320,139000
for_sale,2,2,100.0,Hinsdale,Massachusetts,1235,1749,150000
for_sale,3,1,0.15,Pittsfield,Massachusetts,1201,1937,219900
for_sale,4,1,0.37,Otis,Massachusetts,1253,1934,345000
for_sale,3,1,10.0,North Adams,Massachusetts,1247,1180,100000
for_sale,3,2,0.53,Becket,Massachusetts,1223,1010,19999
for_sale,2,1,0.13,Pittsfield,Massachusetts,1201,1600,259000
for_sale,1,1,0.28,Pittsfield,Massachusetts,1201,1363,169000
for_sale,2,1,0.18,Pittsfield,Massachusetts,1201,1548,217900
sold,2,2,1.97,West Springfield,Massachusetts,1089,1726,414900
sold,1,2,5.83,Windsor,Massachusetts,1270,1000,95000
for_sale,3,1,0.42,Pittsfield,Massachusetts,1201,1931,275000
for_sale,1,2,1.18,Lenox,Massachusetts,1240,1299,559900
sold,1,1,0.12,Pittsfield,Massachusetts,1201,1125,269000
for_sale,1,1,0.13,Pittsfield,Massachusetts,1201,1587,169900
for_sale,4,1,4.38,Lanesborough,Massachusetts,1237,1250,149000
for_sale,4,2,5.49,Lenox,Massachusetts,1240,1246,400000
for_sale,5,2,3.0,Hawley,Massachusetts,1339,1616,100000
for_sale,3,2,0.29,Chicopee,Massachusetts,1013,1800,85000
for_sale,3,2,0.23,Westfield,Massachusetts,1085,1332,314900
for_sale,4,2,0.24,North Adams,Massachusetts,1247,1953,119900
for_sale,2,2,24.77,North Adams,Massachusetts,1247,1107,75000
for_sale,2,2,0.07,North Adams,Massachusetts,1247,1531,139000
sold,1,2,18.0,Chester,Massachusetts,1050,1783,75000
for_sale,4,1,0.35,Becket,Massachusetts,1223,1174,347600
for_sale,4,1,0.73,Holyoke,Massachusetts,1040,1082,225000
for_sale,4,2,0.18,Becket,Massachusetts,1223,1141,181999
for_sale,1,2,0.13,Pittsfield,Massachusetts,1201,1008,110000
for_sale,4,2,2.73,North Adams,Massachusetts,1247,1901,39900
for_sale,3,1,0.23,Pittsfield,Massachusetts,1201,1031,149900
for_sale,2,1,2.7,Becket,Massachusetts,1223,1552,22500
for_sale,2,2,0.17,Dalton,Massachusetts,1226,1615,289900
for_sale,2,2,1.7,Adams,Massachusetts,1220,1688,395000
sold,1,1,2.92,Becket,Massachusetts,1223,1774,34950
for_sale,2,2,0.54,Northampton,Massachusetts,1060,1450,389900
sold,1,2,0.37,North Adams,Massachusetts,1247,1647,249000
for_sale,5,1,0.13,Adams,Massachusetts,1220,1381,115000
sold,3,2,0.08,North Adams,Massachusetts,1247,1494,149900
for_sale,2,1,1.07,North Adams,Massachusetts,1247,1679,39900
for_sale,1,1,0.21,Pittsfield,Massachusetts,1201,1256,165000
for_sale,1,2,0.61,Agawam,Massachusetts,1030,1348,589900
sold,4,2,0.22,Hinsdale,Massachusetts,1235,1384,249900
for_sale,2,1,1.44,Southwick,Massachusetts,1077,1486,749900
for_sale,4,1,14.48,Williamsburg,Massachusetts,1096,1308,1390000
for_sale,1,1,0.22,North Adams,Massachusetts,1247,1959,24900
for_sale,1,2,100.5,Blandford,Massachusetts,1008,1864,1237542
sold,1,1,0.21,Adams,Massachusetts,1220,1918,199900
for_sale,2,1,0.19,Pittsfield,Massachusetts,1201,1154,269000
sold,4,1,0.16,Pittsfield,Massachusetts,1201,1281,219900
for_sale,1,2,1.27,Northampton,Massachusetts,1060,1673,299000
for_sale,2,2,0.23,Hinsdale,Massachusetts,1235,1020,649900
for_sale,5,2,0.1,Springfield,Massachusetts,1107,1292,199919
for_sale,5,1,0.14,Holyoke,Massachusetts,1040,1787,249900
for_sale,3,1,14.48,Williamsburg,Massachusetts,1038,1038,1390000
for_sale,1,2,0.17,Pittsfield,Massachusetts,1201,1560,784900
sold,3,2,0.68,Agawam,Massachusetts,1001,1351,195000
for_sale,2,1,0.16,Pittsfield,Massachusetts,1201,1918,784900
for_sale,5,1,0.08,Pittsfield,Massachusetts,1201,1887,784900
sold,4,2,1.45,Pittsfield,Massachusetts,1201,1613,749000
sold,2,1,0.13,Pittsfield,Massachusetts,1201,1964,784900
for_sale,2,2,0.2,Pittsfield,Massachusetts,1201,1281,230000
sold,3,1,0.32,Pittsfield,Massachusetts,1201,1080,59900
sold,4,2,0.84,Williamstown,Massachusetts,1267,1070,75000
for_sale,1,1,1.34,Lenox,Massachusetts,1240,1280,364000
for_sale,5,1,0.25,Pittsfield,Massachusetts,1201,1502,99900
for_sale,2,1,47.26,Becket,Massachusetts,1223,1334,80000
sold,2,2,0.35,Lenox,Massachusetts,1240,1439,159000
for_sale,4,2,1.0,Chester,Massachusetts,1011,1283,225000
for_sale,2,1,0.63,Dalton,Massachusetts,1226,1209,450000
sold,2,1,1.5,Dalton,Massachusetts,1226,1480,179900
for_sale,1,2,1.33,Washington,Massachusetts,1223,1232,460000
sold,3,2,3.3,Russell,Massachusetts,1071,1509,49900
for_sale,1,1,0.19,North Adams,Massachusetts,1247,1009,109900
for_sale,3,1,0.82,Lee,Massachusetts,1238,1343,385000
for_sale,4,1,0.34,Hinsdale,Massachusetts,1235,1765,309900
for_sale,2,2,0.2,Pittsfield,Massachusetts,1201,1296,239900
sold,3,2,0.07,Pittsfield,Massachusetts,1201,1953,20000
for_sale,2,1,1.92,Lenox,Massachusetts,1240,1542,490000
for_sale,2,2,0.22,Pittsfield,Massachusetts,1201,1784,159900
sold,2,2,0.77,Becket,Massachusetts,1223,1216,17995
for_sale,5,1,0.77,Becket,Massachusetts,1223,1206,17995
for_sale,3,1,0.31,Pittsfield,Massachusetts,1201,1353,27500
for_sale,2,1,1.6,Dalton,Massachusetts,1226,1721,49900
for_sale,1,2,0.97,Westfield,Massachusetts,1085,1048,374900
sold,1,2,1.98,Lenox,Massachusetts,1240,1315,1250000
for_sale,2,2,1.16,Lee,Massachusetts,1238,1555,419000
sold,4,2,0.22,Pittsfield,Massachusetts,1201,1892,184900
for_sale,5,2,5.13,Lenox,Massachusetts,1240,1547,675000
for_sale,2,2,0.23,Pittsfield,Massachusetts,1201,1525,539900
for_sale,4,2,0.24,Lanesborough,Massachusetts,1237,1256,185000
for_sale,3,2,0.26,Pittsfield,Massachusetts,1201,1733,285000
sold,1,2,2.16,Shelburne,Massachusetts,1370,1153,70000
for_sale,3,1,0.96,Pittsfield,Massachusetts,1201,1990,414999
for_sale,4,2,1.66,Westfield,Massachusetts,1085,1998,670000
for_sale,1,2,0.84,Clarksburg,Massachusetts,1247,1631,75000
for_sale,5,1,0.26,Holyoke,Massachusetts,1040,1295,69000
for_sale,4,1,0.3,Hinsdale,Massachusetts,1235,1626,699000
for_sale,4,12,0.22,Pittsfield,Massachusetts,1201,1957,175000
for_sale,2,1,163.61,Lanesborough,Massachusetts,1237,1428,1500000
for_sale,2,1,2.07,Huntington,Massachusetts,1050,1500,100000
sold,5,1,2.07,Huntington,Massachusetts,1050,1426,100000
for_sale,3,1,0.23,Northampton,Massachusetts,1062,1632,119000
for_sale,2,1,5.46,Cummington,Massachusetts,1026,1634,144000
for_sale,1,2,0.25,South Hadley,Massachusetts,1075,1920,110000
for_sale,2,2,0.13,Pittsfield,Massachusetts,1201,1585,129900
for_sale,5,1,0.04,Hinsdale,Massachusetts,1235,1253,145000
for_sale,3,1,0.25,Chester,Massachusetts,1011,1509,115900
for_sale,1,1,9.5,Huntington,Massachusetts,1050,1631,55000
for_sale,5,1,7.03,Plainfield,Massachusetts,1070,1861,25000
for_sale,5,1,0.19,Windsor,Massachusetts,1270,1697,26900
sold,1,2,3.01,Cheshire,Massachusetts,1225,1947,45000
sold,1,2,3.74,Chester,Massachusetts,1011,1166,24900
for_sale,5,1,0.56,Pittsfield,Massachusetts,1201,1888,649900
sold,1,2,0.3,Pittsfield,Massachusetts,1201,1536,399900
for_sale,5,2,12.25,Peru,Massachusetts,1235,1850,139900
for_sale,4,2,0.34,Pittsfield,Massachusetts,1201,1451,175000
sold,5,2,20.22,Ashfield,Massachusetts,1330,1447,699000
for_sale,3,1,0.84,Lee,Massachusetts,1238,1388,269000
for_sale,1,1,0.71,Pittsfield,Massachusetts,1201,1620,239000
for_sale,3,2,3.87,West Springfield,Massachusetts,1089,1279,375000
sold,4,2,46.0,Worthington,Massachusetts,1098,1208,750000
for_sale,1,2,0.23,Adams,Massachusetts,1220,1204,209900
for_sale,5,1,0.02,Adams,Massachusetts,1220,1736,99900
for_sale,1,1,0.36,Adams,Massachusetts,1220,1097,38500
for_sale,2,2,58.0,Savoy,Massachusetts,1256,1671,975000
sold,2,2,0.28,North Adams,Massachusetts,1247,1882,185000
for_sale,2,2,0.46,Pittsfield,Massachusetts,1201,1351,299900
for_sale,4,2,34.0,Williamstown,Massachusetts,1267,1992,3200000
for_sale,5,2,0.23,Pittsfield,Massachusetts,1201,1420,299999
for_sale,4,1,0.17,Chicopee,Massachusetts,1013,1654,195500
sold,4,2,0.18,Pittsfield,Massachusetts,1201,1910,219900
sold,3,2,0.75,Pittsfield,Massachusetts,1201,1746,459900
sold,2,1,0.18,Pittsfield,Massachusetts,1201,1493,224900
sold,5,1,196.1,Lanesborough,Massachusetts,1237,1947,999000
for_sale,2,1,0.41,Williamstown,Massachusetts,1267,1590,549000
for_sale,2,1,0.78,Pittsfield,Massachusetts,1201,1289,639900
for_sale,3,2,9.75,Cheshire,Massachusetts,1225,1245,421760
for_sale,3,2,10.21,Cheshire,Massachusetts,1225,1817,421190
for_sale,3,2,0.69,Southwick,Massachusetts,1077,1810,549000
sold,2,1,0.13,Pittsfield,Massachusetts,1201,1292,475000
for_sale,2,1,10.01,Cheshire,Massachusetts,1225,1497,428218
for_sale,5,2,1.11,Southwick,Massachusetts,1077,1462,629000
for_sale,5,1,69.9,Washington,Massachusetts,1223,1995,339000
sold,4,2,0.34,Pittsfield,Massachusetts,1201,1015,80000
for_sale,4,1,0.91,North Adams,Massachusetts,1247,1773,179900
for_sale,1,1,0.25,Holyoke,Massachusetts,1040,1261,215000
sold,2,2,21.24,Chester,Massachusetts,1011,1926,90000
for_sale,4,1,3.99,Hatfield,Massachusetts,1038,1763,65000
for_sale,4,2,6.75,Chester,Massachusetts,1011,1618,40000
for_sale,4,1,3.49,Chester,Massachusetts,1011,1418,20000
for_sale,4,1,3.43,Chester,Massachusetts,1011,1877,20000
for_sale,5,1,2.8,Otis,Massachusetts,1253,1995,47500
sold,5,1,1.8,Clarksburg,Massachusetts,1247,1633,347000
for_sale,4,2,0.11,Pittsfield,Massachusetts,1201,1298,110000
sold,4,1,4.6,Becket,Massachusetts,1223,1562,299999
for_sale,4,1,3.8,Clarksburg,Massachusetts,1247,1252,315000
for_sale,3,1,0.3,Pittsfield,Massachusetts,1201,1782,250000
for_sale,2,1,0.06,Pittsfield,Massachusetts,1201,1633,119900
sold,1,1,14.32,Lanesborough,Massachusetts,1237,1910,129900
for_sale,1,1,3.81,Middlefield,Massachusetts,1243,1512,36000
for_sale,1,2,0.13,Adams,Massachusetts,1220,1668,369900
sold,2,2,185.0,Hinsdale,Massachusetts,1235,1415,575000
for_sale,2,2,0.76,Pittsfield,Massachusetts,1201,1664,589900
sold,5,2,37.12,Hinsdale,Massachusetts,1235,1397,149900
for_sale,3,2,3.0,Worthington,Massachusetts,1098,1953,89000
sold,1,2,0.14,North Adams,Massachusetts,1247,1838,85000
for_sale,4,1,0.46,North Adams,Massachusetts,1247,1264,199000
sold,2,1,0.36,Pittsfield,Massachusetts,1201,1834,279900
sold,2,2,0.3,Cheshire,Massachusetts,1225,1103,225000
sold,3,2,0.27,Pittsfield,Massachusetts,1201,1034,269500
for_sale,1,2,0.29,Pittsfield,Massachusetts,1201,1513,219900
sold,2,2,0.11,Westfield,Massachusetts,1085,1328,235000
for_sale,1,2,1.13,Dalton,Massachusetts,1226,1053,760000
for_sale,1,2,0.38,Northampton,Massachusetts,1060,1156,689000
sold,5,1,0.16,Pittsfield,Massachusetts,1201,1811,239900
sold,1,2,4.98,West Springfield,Massachusetts,1089,1869,450000
for_sale,2,2,1.28,Clarksburg,Massachusetts,1247,1622,69000
sold,4,1,0.18,Pittsfield,Massachusetts,1201,1349,229900
for_sale,3,2,0.46,Becket,Massachusetts,1223,1408,24900
for_sale,2,2,0.26,Easthampton,Massachusetts,1027,1886,399000
sold,1,1,0.49,Shelburne,Massachusetts,1370,1699,595000
for_sale,2,2,0.49,Shelburne,Massachusetts,1370,1702,615000
sold,2,2,0.49,Shelburne,Massachusetts,1370,1995,375000
sold,5,2,1.65,Northampton,Massachusetts,1060,1761,239900
for_sale,5,1,5.0,Buckland,Massachusetts,1338,1807,61500
for_sale,5,1,19.23,Southampton,Massachusetts,1073,1612,285000
for_sale,2,1,2.0,Otis,Massachusetts,1253,1786,249000
for_sale,4,1,0.56,Cheshire,Massachusetts,1225,1007,249000
sold,5,2,0.36,Adams,Massachusetts,1220,1486,99000
sold,3,2,3.62,Windsor,Massachusetts,1270,1194,449900
for_sale,4,1,0.15,Easthampton,Massachusetts,1027,1102,195000
for_sale,2,1,0.43,Adams,Massachusetts,1220,1599,165000
for_sale,1,1,0.61,Adams,Massachusetts,1220,1860,269900
for_sale,5,1,2.93,Becket,Massachusetts,1223,1470,19900
for_sale,2,1,0.23,Pittsfield,Massachusetts,1201,1515,170000
for_sale,2,1,0.25,Adams,Massachusetts,1220,1813,139900
for_sale,4,1,0.17,Lenox,Massachusetts,1240,1339,299000
sold,1,1,4.9,Becket,Massachusetts,1223,1141,50000
for_sale,4,1,0.35,West Springfield,Massachusetts,1089,1882,295000
for_sale,3,2,1.67,Williamstown,Massachusetts,1267,1508,189000
for_sale,5,1,0.17,Pittsfield,Massachusetts,1201,1394,119900
for_sale,3,1,1.99,Agawam,Massachusetts,1001,1715,200000
for_sale,2,1,0.29,Greenfield,Massachusetts,1301,1905,184900
sold,5,2,0.15,Pittsfield,Massachusetts,1201,1905,199900
for_sale,2,1,0.2,Adams,Massachusetts,1220,1339,275000
for_sale,3,2,0.9,Pittsfield,Massachusetts,1201,1814,699000
for_sale,3,2,0.87,Agawam,Massachusetts,1001,1215,239900
sold,3,1,0.5,West Springfield,Massachusetts,1089,1889,725000
sold,4,1,2.0,Agawam,Massachusetts,1030,1266,389900
sold,3,1,0.18,Pittsfield,Massachusetts,1201,1932,159000
sold,5,1,0.6,Easthampton,Massachusetts,1027,1152,899900
for_sale,1,1,0.26,West Springfield,Massachusetts,1089,1377,249400
for_sale,2,1,0.45,Williamstown,Massachusetts,1267,1352,700000
for_sale,1,2,4.1,Montgomery,Massachusetts,1085,1530,150000
for_sale,2,2,1.9,Pittsfield,Massachusetts,1201,1621,572310
sold,5,1,1.38,Northampton,Massachusetts,1060,1817,325000
for_sale,1,1,0.93,Southwick,Massachusetts,1077,1599,600000
sold,3,1,13.21,Southwick,Massachusetts,1077,1108,395000
sold,4,1,0.94,Southwick,Massachusetts,1077,1643,675000
for_sale,2,1,1.35,Agawam,Massachusetts,1001,1250,489900
sold,5,2,1.38,Agawam,Massachusetts,1001,1915,489900
for_sale,4,1,0.33,Agawam,Massachusetts,1001,1220,489900
for_sale,2,1,1.14,Agawam,Massachusetts,1001,1930,489900
sold,5,1,1.3,Agawam,Massachusetts,1001,1999,489900
sold,2,2,0.21,Pittsfield,Massachusetts,1201,1690,199000
sold,1,1,0.21,Hinsdale,Massachusetts,1235,1350,89000
sold,3,2,0.08,Adams,Massachusetts,1220,1586,150000
sold,1,1,2.8,Clarksburg,Massachusetts,1247,1917,126000
sold,5,1,0.18,Pittsfield,Massachusetts,1201,1635,213900
for_sale,4,1,2.07,Huntington,Massachusetts,1050,1531,399000
for_sale,4,2,0.77,Pittsfield,Massachusetts,1201,1031,269000
sold,3,2,0.24,Pittsfield,Massachusetts,1201,1499,169000
sold,2,1,12.59,Florida,Massachusetts,1247,1499,120000
sold,3,2,1.1,North Adams,Massachusetts,1247,1630,349000
sold,2,1,1.59,Lenox,Massachusetts,1240,1008,134000
for_sale,1,2,0.66,Holyoke,Massachusetts,1040,1532,349900
for_sale,1,1,0.13,Holyoke,Massachusetts,1040,1089,279900
sold,5,2,0.12,Holyoke,Massachusetts,1040,1802,214900
