status,bed,bath,acre_lot,city,state,zip_code,house_size,price
0,4.0,1,3.99,Hatfield,0,1038,1763,65000
0,4.0,2,6.75,Chester,0,1011,1618,40000
0,4.0,1,3.49,Chester,0,1011,1418,20000
0,4.0,1,3.43,Chester,0,1011,1877,20000
0,5.0,1,2.8,Otis,0,1253,1995,47500
1,5.0,1,1.8,Clarksburg,0,1247,1633,347000
0,4.0,2,0.11,Pittsfield,0,1201,1298,110000
1,4.0,1,4.6,Becket,0,1223,1562,299999
0,4.0,1,3.8,Clarksburg,0,1247,1252,315000
0,3.0,1,0.3,Pittsfield,0,1201,1782,250000
0,2.0,1,0.06,Pittsfield,0,1201,1633,119900
1,1.0,1,14.32,Lanesborough,0,1237,1910,129900
0,1.0,1,3.81,Middlefield,0,1243,1512,36000
0,1.0,2,0.13,Adams,0,1220,1668,369900
1,2.0,2,185.0,Hinsdale,0,1235,1415,575000
0,2.0,2,0.76,Pittsfield,0,1201,1664,589900
1,5.0,2,37.12,Hinsdale,0,1235,1397,149900
0,3.0,2,3.0,Worthington,0,1098,1953,89000
1,1.0,2,0.14,North Adams,0,1247,1838,85000
0,4.0,1,0.46,North Adams,0,1247,1264,199000
1,2.0,1,0.36,Pittsfield,0,1201,1834,279900
1,2.0,2,0.3,Cheshire,0,1225,1103,225000
1,3.0,2,0.27,Pittsfield,0,1201,1034,269500
0,1.0,2,0.29,Pittsfield,0,1201,1513,219900
1,2.0,2,0.11,Westfield,0,1085,1328,235000
0,1.0,2,1.13,Dalton,0,1226,1053,760000
0,1.0,2,0.38,Northampton,0,1060,1156,689000
1,5.0,1,0.16,Pittsfield,0,1201,1811,239900
1,1.0,2,4.98,West Springfield,0,1089,1869,450000
0,2.0,2,1.28,Clarksburg,0,1247,1622,69000
1,4.0,1,0.18,Pittsfield,0,1201,1349,229900
0,3.0,2,0.46,Becket,0,1223,1408,24900
0,2.0,2,0.26,Easthampton,0,1027,1886,399000
1,1.0,1,0.49,Shelburne,0,1370,1699,595000
0,2.0,2,0.49,Shelburne,0,1370,1702,615000
1,2.0,2,0.49,Shelburne,0,1370,1995,375000
1,5.0,2,1.65,Northampton,0,1060,1761,239900
0,5.0,1,5.0,Buckland,0,1338,1807,61500
0,5.0,1,19.23,Southampton,0,1073,1612,285000
0,2.0,1,2.0,Otis,0,1253,1786,249000
0,4.0,1,0.56,Cheshire,0,1225,1007,249000
1,5.0,2,0.36,Adams,0,1220,1486,99000
1,3.0,2,3.62,Windsor,0,1270,1194,449900
0,4.0,1,0.15,Easthampton,0,1027,1102,195000
0,2.0,1,0.43,Adams,0,1220,1599,165000
0,1.0,1,0.61,Adams,0,1220,1860,269900
0,5.0,1,2.93,Becket,0,1223,1470,19900
0,2.0,1,0.23,Pittsfield,0,1201,1515,170000
0,2.0,1,0.25,Adams,0,1220,1813,139900
0,4.0,1,0.17,Lenox,0,1240,1339,299000
1,1.0,1,4.9,Becket,0,1223,1141,50000
0,4.0,1,0.35,West Springfield,0,1089,1882,295000
0,3.0,2,1.67,Williamstown,0,1267,1508,189000
0,5.0,1,0.17,Pittsfield,0,1201,1394,119900
0,3.0,1,1.99,Agawam,0,1001,1715,200000
0,2.0,1,0.29,Greenfield,0,1301,1905,184900
1,5.0,2,0.15,Pittsfield,0,1201,1905,199900
0,2.0,1,0.2,Adams,0,1220,1339,275000
0,3.0,2,0.9,Pittsfield,0,1201,1814,699000
0,3.0,2,0.87,Agawam,0,1001,1215,239900
1,3.0,1,0.5,West Springfield,0,1089,1889,725000
1,4.0,1,2.0,Agawam,0,1030,1266,389900
1,3.0,1,0.18,Pittsfield,0,1201,1932,159000
1,5.0,1,0.6,Easthampton,0,1027,1152,899900
0,1.0,1,0.26,West Springfield,0,1089,1377,249400
0,2.0,1,0.45,Williamstown,0,1267,1352,700000
0,1.0,2,4.1,Montgomery,0,1085,1530,150000
0,2.0,2,1.9,Pittsfield,0,1201,1621,572310
1,5.0,1,1.38,Northampton,0,1060,1817,325000
0,1.0,1,0.93,Southwick,0,1077,1599,600000
1,3.0,1,13.21,Southwick,0,1077,1108,395000
1,4.0,1,0.94,Southwick,0,1077,1643,675000
0,2.0,1,1.35,Agawam,0,1001,1250,489900
1,5.0,2,1.38,Agawam,0,1001,1915,489900
0,4.0,1,0.33,Agawam,0,1001,1220,489900
0,2.0,1,1.14,Agawam,0,1001,1930,489900
1,5.0,1,1.3,Agawam,0,1001,1999,489900
1,2.0,2,0.21,Pittsfield,0,1201,1690,199000
1,1.0,1,0.21,Hinsdale,0,1235,1350,89000
1,3.0,2,0.08,Adams,0,1220,1586,150000
1,1.0,1,2.8,Clarksburg,0,1247,1917,126000
1,5.0,1,0.18,Pittsfield,0,1201,1635,213900
0,4.0,1,2.07,Huntington,0,1050,1531,399000
0,4.0,2,0.77,Pittsfield,0,1201,1031,269000
1,3.0,2,0.24,Pittsfield,0,1201,1499,169000
1,2.0,1,12.59,Florida,0,1247,1499,120000
1,3.0,2,1.1,North Adams,0,1247,1630,349000
1,2.0,1,1.59,Lenox,0,1240,1008,134000
0,1.0,2,0.66,Holyoke,0,1040,1532,349900
0,1.0,1,0.13,Holyoke,0,1040,1089,279900
1,5.0,2,0.12,Holyoke,0,1040,1802,214900
0,4.0,1,1.31,Northampton,0,1053,1106,269000
1,3.0,2,1.88,Southwick,0,1077,1721,524999
1,5.0,1,0.24,West Springfield,0,1089,1207,349900
1,4.0,1,0.86,Cheshire,0,1225,1636,59500
0,1.0,1,3.29,Blandford,0,1008,1283,53500
0,1.0,1,3.29,Blandford,0,1008,1227,53500
0,4.0,2,1.58,North Adams,0,1247,1629,54900
0,1.0,2,1.39,North Adams,0,1247,1269,54900
1,3.0,1,0.25,Northampton,0,1062,1561,425000
0,1.0,1,7.44,Southampton,0,1073,1560,624900
0,5.0,1,0.91,Easthampton,0,1027,1634,349900
0,4.0,2,0.46,West Springfield,0,1089,1235,285000
0,5.0,1,0.5,Westfield,0,1085,1442,329000
0,5.0,1,0.15,Dalton,0,1226,1251,209900
1,4.0,2,1.89,West Springfield,0,1089,1582,229900
0,1.0,1,0.12,Pittsfield,0,1201,1564,189900
0,1.0,2,0.18,Northampton,0,1060,1163,824900
1,5.0,1,0.55,Chicopee,0,1020,1841,215000
1,5.0,2,125.0,Montgomery,0,1071,1904,399000
0,1.0,1,0.75,Westfield,0,1085,1244,749900
0,2.0,1,0.26,Holyoke,0,1040,1601,289900
1,2.0,2,33.43,Westhampton,0,1027,1640,2650000
0,1.0,2,1.65,Easthampton,0,1027,1205,385000
0,5.0,1,0.63,Easthampton,0,1027,1876,365000
0,1.0,2,1.48,Westfield,0,1085,1018,220000
0,1.0,2,1.84,Hinsdale,0,1235,1178,175000
0,3.0,1,2.51,Whately,0,1093,1339,189900
1,3.0,2,0.66,Otis,0,1253,1602,75000
1,3.0,2,23.13,Plainfield,0,1070,1056,79000
0,5.0,1,23.13,Plainfield,0,1070,1729,79000
0,1.0,2,7.39,Peru,0,1235,1855,319900
0,4.0,2,2.5,Florida,0,1247,1833,599000
1,3.0,2,0.11,North Adams,0,1247,1148,229000
1,3.0,2,0.08,North Adams,0,1247,1345,189000
1,4.0,2,0.25,Adams,0,1220,1068,199900
0,3.0,1,0.14,Holyoke,0,1040,1777,185000
1,3.0,1,0.16,North Adams,0,1247,1746,59900
0,4.0,1,1.86,Adams,0,1220,1065,368900
0,5.0,1,0.16,Northampton,0,1053,1021,249900
0,1.0,1,0.25,Holyoke,0,1040,1350,265000
0,5.0,2,0.27,Becket,0,1223,1087,259900
1,5.0,2,3.34,Lee,0,1238,1724,599000
0,1.0,2,2.4,Becket,0,1223,1646,220000
0,1.0,1,0.36,Agawam,0,1001,1679,289900
1,1.0,2,0.9,Agawam,0,1030,1439,225000
0,2.0,2,0.13,Lanesborough,0,1237,1757,375000
0,4.0,1,1.11,Westfield,0,1085,1856,539000
1,3.0,2,0.37,Westfield,0,1085,1512,324900
1,1.0,2,0.13,Chicopee,0,1013,1276,324999
1,3.0,1,1.33,North Adams,0,1247,1035,197500
0,3.0,2,0.5,Easthampton,0,1027,1161,232900
1,5.0,2,0.19,Pittsfield,0,1201,1363,199900
1,4.0,2,5.83,Montgomery,0,1085,1770,725000
0,1.0,1,7.34,Northampton,0,1062,1023,185000
0,4.0,2,0.33,Westfield,0,1085,1286,274900
0,4.0,1,0.12,Pittsfield,0,1201,1002,209000
0,2.0,2,0.48,Southampton,0,1073,1732,319000
0,3.0,2,0.17,Pittsfield,0,1201,1824,215000
0,3.0,1,0.7,Pittsfield,0,1201,1537,259900
0,1.0,2,0.13,Chicopee,0,1013,1971,900000
0,4.0,1,0.11,Chicopee,0,1013,1837,259900
1,1.0,2,0.21,Williamsburg,0,1096,1528,319900
0,3.0,2,2.0,Williamsburg,0,1096,1951,1290000
0,5.0,2,0.19,Adams,0,1220,1413,395000
0,5.0,1,0.93,Easthampton,0,1027,1789,549900
0,4.0,1,0.13,Agawam,0,1030,1906,375000
1,2.0,1,22.44,Southwick,0,1077,1646,2200000
0,1.0,2,0.06,Pittsfield,0,1201,1822,169000
0,4.0,1,0.93,Clarksburg,0,1247,1580,249900
0,5.0,2,0.23,Dalton,0,1226,1968,159900
0,2.0,1,1.6,Florida,0,1367,1502,235000
0,5.0,1,0.21,North Adams,0,1247,1843,450000
0,5.0,1,1.0,Clarksburg,0,1247,1683,59900
1,5.0,2,0.14,Dalton,0,1226,1463,214900
1,2.0,1,0.21,Adams,0,1220,1854,170000
0,3.0,1,25.4,Williamsburg,0,1096,1951,365000
0,4.0,2,5.55,Windsor,0,1270,1499,119000
